data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-29',1725,2,0,0,0,0,0,0,0,0,0,0,2100,1,0,0,0,0,0,0,0,0,0,0,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-30',0,0,3400,1,536,1,5000,1,0,0,0,0,0,0,3400,1,0,0,0,0,0,0,0,0,0,0,0,0,536,1,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',1640,1,3750,1,3550,1,0,0,0,0,0,0,1640,1,3750,1,0,0,0,0,0,0,0,0,0,0,0,0,3550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',0,0,3050,2,2750,1,0,0,0,0,0,0,0,0,3050,2,2750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-02',1640,1,3575,2,3200,2,0,0,0,0,0,0,1640,1,3575,2,0,0,0,0,0,0,0,0,0,0,0,0,3200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',0,0,2700,1,1887,4,4500,1,0,0,0,0,0,0,2700,1,2675,1,0,0,0,0,0,0,0,0,0,0,818,2,4500,1,0,0,0,0,0,0,0,0,3495,1,0,0,0,0,0,0
'2017-02-04',1970,2,0,0,3550,1,0,0,0,0,0,0,1970,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',1550,2,3562,2,0,0,0,0,0,0,0,0,2100,1,3562,2,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',0,0,0,0,0,0,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',2150,2,3575,2,3495,1,0,0,0,0,0,0,2150,2,3575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495,1,0,0,0,0,0,0
'2017-02-08',0,0,3037,2,1100,3,0,0,0,0,0,0,0,0,3037,2,2675,1,0,0,0,0,0,0,0,0,0,0,818,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
