date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',0,0,0,0,1500,2,1800,1,0,0,0,0
'2016-12-20',1256,2,1120,1,0,0,2437,2,0,0,0,0
'2016-12-21',0,0,0,0,789,2,0,0,0,0,0,0
'2016-12-22',0,0,0,0,1500,2,0,0,0,0,0,0
'2016-12-23',0,0,0,0,0,0,2375,5,1500,1,0,0
'2016-12-24',0,0,0,0,1837,2,2175,1,0,0,0,0
'2016-12-25',1410,1,1715,2,1810,3,0,0,0,0,0,0
'2016-12-26',1611,1,0,0,0,0,2575,1,2850,1,0,0
'2016-12-27',0,0,1120,1,1449,3,1800,1,0,0,0,0
'2016-12-28',1361,4,1625,3,1810,3,2050,2,0,0,0,0
'2016-12-29',1580,3,1625,3,1817,2,2435,2,0,0,0,0
